id;doi;count;year;issn;title;publisher;discipline;electronic
119964;10.1016/j.euroecorev.2016.03.010;33;2016;0014-2921;Currency unions and trade: A post-EMU reassessment;European Economic Review;bwl;\N
119965;10.1016/j.euroecorev.2014.05.005;12;2014;0014-2921;Price equalization, trade flows, and barriers to trade;European Economic Review;bwl;\N
119966;10.1016/j.euroecorev.2011.02.001;16;2011;0014-2921;Exploiting old customers and attracting new ones: The case of bank deposit pricing;European Economic Review;bwl;\N
119967;10.1016/j.euroecorev.2015.10.004;19;2015;0014-2921;Waves of international banking integration: A tale of regional differences;European Economic Review;bwl;\N
119968;10.1016/j.euroecorev.2015.11.008;52;2016;0014-2921;Personality traits and the evaluation of start-up subsidies;European Economic Review;bwl;\N
119969;10.1016/j.euroecorev.2018.07.004;62;2018;0014-2921;On the economics of electrical storage for variable renewable energy sources;European Economic Review;bwl;\N
119970;10.1016/j.euroecorev.2015.01.012;23;2015;0014-2921;Money, liquidity and welfare;European Economic Review;bwl;\N
119971;10.1016/j.euroecorev.2014.06.003;30;2014;0014-2921;Market size, structure, and access: Trade with capacity constraints;European Economic Review;bwl;\N
119972;10.1016/j.euroecorev.2011.06.003;1;2011;0014-2921;Author ’ s Accepted Manuscript Trade , Conflict , and Political Integration :;European Economic Review;bwl;\N
119973;10.1016/j.euroecorev.2011.03.002;18;2011;0014-2921;Search, Nash bargaining and rule-of-thumb consumers;European Economic Review;bwl;\N
119974;10.1016/j.euroecorev.2011.04.002;15;2011;0014-2921;Job matching when employment contracts suffer from moral hazard;European Economic Review;bwl;\N
119975;10.1016/j.euroecorev.2011.04.001;2;2011;0014-2921;Pricing urban congestion : A structural random utility model with traffic anticipation;European Economic Review;bwl;\N
119976;10.1016/j.euroecorev.2016.02.003;48;2016;0014-2921;Identity and group conflict;European Economic Review;bwl;\N
119977;10.1016/j.euroecorev.2011.02.002;19;2011;0014-2921;International emission permit markets with refunding;European Economic Review;bwl;\N
119978;10.1016/j.euroecorev.2011.05.001;23;2011;0014-2921;A welfare analysis of global patent protection in a model with endogenous innovation and foreign direct investment;European Economic Review;bwl;\N
119979;10.1016/j.euroecorev.2011.04.005;17;2011;0014-2921;Conflicting tasks and moral hazard: Theory and experimental evidence;European Economic Review;bwl;\N
119980;10.1016/j.euroecorev.2011.04.009;65;2011;0014-2921;Formation and persistence of oppositional identities;European Economic Review;bwl;\N
119981;10.1016/j.euroecorev.2011.04.008;12;2011;0014-2921;Pareto-improving firing costs?;European Economic Review;bwl;\N
119982;10.1016/j.euroecorev.2011.04.006;38;2011;0014-2921;Knowledge sharing and the dynamics of social capital;European Economic Review;bwl;\N
119983;10.1016/j.euroecorev.2011.04.010;1;2011;0014-2921;Author ’ s Accepted Manuscript Government Policy in the Formal and Informal;European Economic Review;bwl;\N
119984;10.1016/j.euroecorev.2011.06.001;30;2012;0014-2921;Public education and redistribution when talents are mismatched;European Economic Review;bwl;\N
119985;10.1016/j.euroecorev.2014.06.006;12;2014;0014-2921;Multi-stage sequential all-pay auctions;European Economic Review;bwl;\N
119986;10.1016/j.euroecorev.2011.06.002;39;2012;0014-2921;How national and international financial development affect industrial R&D;European Economic Review;bwl;\N
119987;10.1016/j.euroecorev.2014.02.008;11;2014;0014-2921;The labor wedge as a matching friction;European Economic Review;bwl;\N
119988;10.1016/j.euroecorev.2011.09.004;17;2012;0014-2921;Optimal patentability requirements with complementary innovations;European Economic Review;bwl;\N
119989;10.1016/j.euroecorev.2011.09.002;20;2012;0014-2921;Input versus output taxation in an experimental international economy;European Economic Review;bwl;\N
119990;10.1016/j.euroecorev.2011.09.001;51;2012;0014-2921;Behavioral spillovers in coordination games;European Economic Review;bwl;\N
119991;10.1016/j.euroecorev.2011.08.003;17;2012;0014-2921;Asymmetric effects of trade costs on entry modes: Firm level evidence;European Economic Review;bwl;\N
119992;10.1016/j.euroecorev.2015.03.001;1;2015;0014-2921;Author ' s Accepted Manuscript environments;European Economic Review;bwl;\N
119993;10.1016/j.euroecorev.2013.08.004;81;2013;0014-2921;Minimum wages and youth unemployment;European Economic Review;bwl;\N
119994;10.1016/j.euroecorev.2015.10.011;26;2013;0014-2921;Intrinsic motivation, effort and the call to public service;European Economic Review;bwl;\N
119995;10.1016/j.euroecorev.2011.09.003;3;2012;0014-2921;Sound taxation? On the use of self-declared value;European Economic Review;bwl;\N
119996;10.1016/j.euroecorev.2011.10.003;15;2012;0014-2921;Downstream labeling and upstream price competition;European Economic Review;bwl;\N
119997;10.1016/j.euroecorev.2011.10.002;10;2012;0014-2921;Inventories, inflation dynamics and the New Keynesian Phillips curve;European Economic Review;bwl;\N
119998;10.1016/j.euroecorev.2012.02.009;38;2012;0014-2921;Building vintage and electricity use: Old homes use less electricity in hot weather;European Economic Review;bwl;\N
119999;10.1016/j.euroecorev.2012.02.012;80;2012;0014-2921;"The nascent market for \green\"" real estate in Beijing""";European Economic Review;bwl;\N
120000;10.1016/j.euroecorev.2011.03.001;22;2011;0014-2921;Mergers and partial ownership;European Economic Review;bwl;\N
120001;10.1016/j.euroecorev.2017.06.016;14;2017;0014-2921;The effect of mass influx on labor markets: Portuguese 1974 evidence revisited;European Economic Review;bwl;\N
120002;10.1016/j.euroecorev.2017.05.001;26;2017;0014-2921;Immigrants and firms’ outcomes: Evidence from France;European Economic Review;bwl;\N
120003;10.1016/j.euroecorev.2013.11.007;58;2014;0014-2921;Migration and imperfect labor markets: Theory and cross-country evidence from Denmark, Germany and the UK;European Economic Review;bwl;\N
120004;10.1016/j.euroecorev.2014.03.002;44;2014;0014-2921;Self-rewards and personal motivation;European Economic Review;bwl;\N
120005;10.1016/j.euroecorev.2014.02.010;19;2014;0014-2921;The impact of different incentive schemes on asset prices;European Economic Review;bwl;\N
120006;10.1016/j.euroecorev.2014.03.003;14;2014;0014-2921;Team production in competitive labor markets with adverse selection;European Economic Review;bwl;\N
120007;10.1016/j.euroecorev.2014.02.007;9;2014;0014-2921;Bonuses and managerial misbehaviour;European Economic Review;bwl;\N
120008;10.1016/j.euroecorev.2014.03.001;39;2014;0014-2921;An environmental-economic measure of sustainable development;European Economic Review;bwl;\N
120009;10.1016/j.euroecorev.2014.03.004;8;2014;0014-2921;Sustainability and climate change: From theory to pragmatic policy;European Economic Review;bwl;\N
120010;10.1016/s0014-2921(14)00032-4;0;2014;0014-2921;Editorial Board;European Economic Review;bwl;\N
120011;10.1016/j.euroecorev.2014.03.007;48;2014;0014-2921;Market structure and market performance in E-commerce;European Economic Review;bwl;\N
120012;10.1016/j.euroecorev.2013.01.002;21;2013;0014-2921;On the microeconomics of food and malnutrition under endogenous discounting;European Economic Review;bwl;\N
120013;10.1016/j.euroecorev.2013.07.010;46;2013;0014-2921;Bank capital and the optimal capital structure of an economy;European Economic Review;bwl;\N
120014;10.1016/j.euroecorev.2012.12.007;21;2013;0014-2921;"Credit availability and investment: Lessons from the \great recession\""""";European Economic Review;bwl;\N
120015;10.1016/j.euroecorev.2011.05.005;9;2012;0014-2921;Wage inequality, segregation by skill and the price of capital in an assignment model;European Economic Review;bwl;\N
120016;10.1016/j.euroecorev.2011.08.005;9;2012;0014-2921;Probability models and robust policy rules;European Economic Review;bwl;\N
120017;10.1016/j.euroecorev.2013.08.010;55;2013;0014-2921;Promoting rule compliance in daily-life: Evidence from a randomized field experiment in the public libraries of Barcelona;European Economic Review;bwl;\N
120018;10.1016/j.euroecorev.2011.05.004;1;2011;0014-2921;Author ’ s Accepted Manuscript;European Economic Review;bwl;\N
120019;10.1016/j.euroecorev.2011.04.004;8;2011;0014-2921;Work organization, preferences dynamics and the industrialization process;European Economic Review;bwl;\N
120020;10.1016/j.euroecorev.2013.01.004;29;2013;0014-2921;Mental retirement and schooling;European Economic Review;bwl;\N
120021;10.1016/j.euroecorev.2013.01.006;11;2013;0014-2921;A welfare analysis of the principle of mutual recognition;European Economic Review;bwl;\N
120022;10.1016/j.euroecorev.2013.01.009;23;2013;0014-2921;A structural model of competing sellers: Auctions and posted prices;European Economic Review;bwl;\N
120023;10.1016/j.euroecorev.2014.07.004;26;2014;0014-2921;Aid allocation rules;European Economic Review;bwl;\N
120024;10.1016/j.euroecorev.2014.07.005;5;2014;0014-2921;Borders and distance in knowledge spillovers : Dying over time or dying with age ? — Evidence from patent citations;European Economic Review;bwl;\N
120025;10.1016/j.euroecorev.2014.08.004;5;2014;0014-2921;A graceful return of the drachma;European Economic Review;bwl;\N
120026;10.1016/s0014-2921(15)00174-9;0;2016;0014-2921;Editorial Board;European Economic Review;bwl;\N
120027;10.1016/j.euroecorev.2015.12.001;6;2016;0014-2921;Special issue of the European Economic Review on Model Uncertainty in Economics;European Economic Review;bwl;\N
120028;10.1016/j.euroecorev.2015.12.009;15;2016;0014-2921;Did China tire safeguard save U.S. workers?;European Economic Review;bwl;\N
120029;10.1016/j.euroecorev.2015.12.010;14;2016;0014-2921;"A Darwinian perspective on \exchange rate undervaluation\""""";European Economic Review;bwl;\N
120030;10.1016/j.euroecorev.2015.12.008;7;2016;0014-2921;Exporting to bypass weak institutions;European Economic Review;bwl;\N
120031;10.1016/j.euroecorev.2016.01.001;23;2016;0014-2921;Social identity and social free-riding;European Economic Review;bwl;\N
120032;10.1016/j.euroecorev.2016.02.011;40;2016;0014-2921;How competitiveness may cause a gender wage gap: Experimental evidence;European Economic Review;bwl;\N
120033;10.1016/j.euroecorev.2016.02.008;14;2016;0014-2921;Accounting for age in marital search decisions;European Economic Review;bwl;\N
120034;10.1016/j.euroecorev.2016.01.009;11;2016;0014-2921;The 2009 Recovery Act: Stimulus at the extensive and intensive labor margins;European Economic Review;bwl;\N
120035;10.1016/j.euroecorev.2014.05.002;17;2014;0014-2921;Lying through their teeth: Third party advice and truth telling in a strategy proof mechanism;European Economic Review;bwl;\N
120036;10.1016/j.euroecorev.2013.11.008;46;2014;0014-2921;Revisiting the employment impact of offshoring;European Economic Review;bwl;\N
120037;10.1016/j.euroecorev.2010.11.005;49;2011;0014-2921;Inflation and the fiscal limit;European Economic Review;bwl;\N
120038;10.1016/j.euroecorev.2012.12.004;24;2013;0014-2921;Trade, income and the Baltic Dry Index;European Economic Review;bwl;\N
120039;10.1016/j.euroecorev.2014.01.013;64;2014;0014-2921;Intellectual property rights and foreign direct investment: A welfare analysis;European Economic Review;bwl;\N
120040;10.1016/j.euroecorev.2017.09.008;26;2018;0014-2921;Population policies, demographic structural changes, and the Chinese household saving puzzle;European Economic Review;bwl;\N
120041;10.1016/j.euroecorev.2012.11.002;1;2012;0014-2921;Author ’ s Accepted Manuscript Credit mismatch and breakdown;European Economic Review;bwl;\N
120042;10.1016/j.euroecorev.2016.01.006;78;2016;0014-2921;Bend it like Beckham: Ethnic identity and integration;European Economic Review;bwl;\N
120043;10.1016/j.euroecorev.2016.12.003;14;2017;0014-2921;Electoral competition and political selection: An analysis of the activity of French deputies, 1958–2012;European Economic Review;bwl;\N
120044;10.1016/j.euroecorev.2016.12.004;30;2017;0014-2921;Immigration, regional conditions, and crime: Evidence from an allocation policy in Germany;European Economic Review;bwl;\N
120045;10.1016/j.euroecorev.2016.12.010;8;2017;0014-2921;Unauthorized immigration and fiscal competition;European Economic Review;bwl;\N
120046;10.1016/j.euroecorev.2016.12.005;15;2017;0014-2921;'Immigration and the gender wage gap;European Economic Review;bwl;\N
120047;10.1016/j.euroecorev.2016.12.008;1;2016;0014-2921;Author ’ s Accepted Manuscript Adaptation Reference : To appear in : European Economic Review;European Economic Review;bwl;\N
120048;10.1016/j.euroecorev.2016.05.010;2;2016;0014-2921;Sovereign debt guarantees and default: Lessons from the UK and Ireland, 1920-1938;European Economic Review;bwl;\N
120049;10.1016/j.euroecorev.2017.04.002;14;2017;0014-2921;A brave new world? Kantian–Nashian interaction and the dynamics of global climate change mitigation;European Economic Review;bwl;\N
120051;10.1016/j.euroecorev.2015.02.005;169;2015;0014-2921;Technology transfers, foreign investment and productivity spillovers;European Economic Review;bwl;\N
120052;10.1016/j.euroecorev.2012.07.007;154;2012;0014-2921;Do financing constraints matter for R&D?;European Economic Review;bwl;\N
120053;10.1016/j.euroecorev.2013.04.009;46;2013;0014-2921;Pension wealth and household savings in Europe: Evidence from SHARELIFE;European Economic Review;bwl;\N
120054;10.1016/j.euroecorev.2018.06.005;6;2018;0014-2921;Explaining cross-cohort differences in life-cycle earnings;European Economic Review;bwl;\N
120055;10.1016/j.euroecorev.2012.11.007;16;2013;0014-2921;Low-wage import competition, inflationary pressure, and industry dynamics in Europe;European Economic Review;bwl;\N
120056;10.1016/j.euroecorev.2013.02.002;26;2013;0014-2921;Updating, self-confidence, and discrimination;European Economic Review;bwl;\N
120057;10.1016/j.euroecorev.2013.02.003;14;2013;0014-2921;Trade and industrial structure with large firms and heterogeneity;European Economic Review;bwl;\N
120058;10.1016/j.euroecorev.2013.02.004;9;2013;0014-2921;When Galatea cares about her reputation: How having faith in your workers reduces their motivation to shine;European Economic Review;bwl;\N
120059;10.1016/j.euroecorev.2015.05.010;38;2016;0014-2921;Growth econometrics for agnostics and true believers;European Economic Review;bwl;\N
120060;10.1016/j.euroecorev.2017.07.009;13;2017;0014-2921;Demand, costs and product scope in the export market;European Economic Review;bwl;\N
120061;10.1016/j.euroecorev.2014.08.005;22;2014;0014-2921;Deciding to enter a monetary union: The role of trade and financial linkages;European Economic Review;bwl;\N
120062;10.1016/j.euroecorev.2016.03.007;26;2016;0014-2921;Monetary-fiscal interactions with endogenous liquidity frictions;European Economic Review;bwl;\N
120063;10.1016/j.euroecorev.2013.01.001;22;2013;0014-2921;Cross-border mergers in vertically related industries;European Economic Review;bwl;\N
120064;10.1016/j.euroecorev.2015.08.014;33;2015;0014-2921;Agglomeration, city size and crime;European Economic Review;bwl;\N
120065;10.1016/j.euroecorev.2015.03.011;43;2015;0014-2921;Entry and exit of manufacturing plants over the business cycle;European Economic Review;bwl;\N
120066;10.1016/j.euroecorev.2012.09.009;55;2013;0014-2921;Child height, health and human capital: Evidence using genetic markers;European Economic Review;bwl;\N
120067;10.1016/j.euroecorev.2015.03.006;1;2015;0014-2921;Author ' s Accepted Manuscript The “ Inflow-Effect ” – Trader Inflow and Price Efficiency;European Economic Review;bwl;\N
120068;10.1016/j.euroecorev.2015.04.001;15;2016;0014-2921;Search costs and efficiency: Do unemployed workers search enough?;European Economic Review;bwl;\N
120069;10.1016/j.euroecorev.2015.03.010;7;2015;0014-2921;Pigou meets Ramsey: Gender-based taxation with non-cooperative couples;European Economic Review;bwl;\N
120070;10.1016/j.euroecorev.2015.03.008;22;2015;0014-2921;Focusing effect and the poverty trap;European Economic Review;bwl;\N
120071;10.1016/j.euroecorev.2015.03.005;15;2015;0014-2921;Sunk capital, unions and the hold-up problem: Theory and evidence from cross-country sectoral data;European Economic Review;bwl;\N
120072;10.1016/j.euroecorev.2015.04.009;8;2015;0014-2921;An experimental study of precautionary bidding;European Economic Review;bwl;\N
120073;10.1016/j.euroecorev.2010.04.003;84;2011;0014-2921;The limits of self-governance when cooperators get punished: Experimental evidence from urban and rural Russia;European Economic Review;bwl;\N
120074;10.1016/j.euroecorev.2012.02.004;23;2012;0014-2921;Markups, quality, and transport costs;European Economic Review;bwl;\N
120075;10.1016/j.euroecorev.2016.04.002;47;2016;0014-2921;Demographics and real interest rates: Inspecting the mechanism;European Economic Review;bwl;\N
120076;10.1016/j.euroecorev.2016.11.008;6;2017;0014-2921;The home bias of the poor: Foreign asset portfolios across the wealth distribution;European Economic Review;bwl;\N
120077;10.1016/j.euroecorev.2016.11.006;1;2016;0014-2921;Author ’ s Accepted Manuscript Intergenerational altruism and house prices : evidence from bequest tax reforms in Italy ∗;European Economic Review;bwl;\N
120078;10.1016/j.euroecorev.2016.11.005;1;2016;0014-2921;Author ’ s Accepted Manuscript Intergenerational Correlation and Social Interactions in;European Economic Review;bwl;\N
120079;10.1016/j.euroecorev.2016.11.007;45;2017;0014-2921;Do women have more shame than men? An experiment on self-assessment and the shame of overestimating oneself;European Economic Review;bwl;\N
120080;10.1016/j.euroecorev.2016.11.003;6;2017;0014-2921;Sequential negotiations with loss-averse buyers;European Economic Review;bwl;\N
120081;10.1016/j.euroecorev.2016.08.004;23;2016;0014-2921;Judicial error and cooperation;European Economic Review;bwl;\N
120082;10.1016/j.euroecorev.2012.01.006;9;2012;0014-2921;On the development strategy of countries of intermediate size-An analysis of heterogeneous firms in a multi-region framework;European Economic Review;bwl;\N
120083;10.1016/j.euroecorev.2012.01.008;30;2012;0014-2921;Price convergence in the EMU? Evidence from micro data;European Economic Review;bwl;\N
120084;10.1016/j.euroecorev.2012.02.001;1;2012;0014-2921;Author ’ s Accepted Manuscript Creditor Concentration : An Empirical Investigation;European Economic Review;bwl;\N
120085;10.1016/j.euroecorev.2012.01.005;9;2012;0014-2921;Internal rent seeking, works councils, and optimal establishment size;European Economic Review;bwl;\N
120086;10.1016/j.euroecorev.2016.10.007;2;2017;0014-2921;Legal uncertainty as a welfare enhancing screen;European Economic Review;bwl;\N
120087;10.1016/j.euroecorev.2016.10.004;14;2017;0014-2921;The output costs of hard and soft sovereign default;European Economic Review;bwl;\N
120088;10.1016/j.euroecorev.2016.11.002;4;2017;0014-2921;Excess capacity in a fixed-cost economy;European Economic Review;bwl;\N
120089;10.1016/j.euroecorev.2015.01.010;38;2015;0014-2921;Promises, policies and pocketbook voting;European Economic Review;bwl;\N
120090;10.1016/j.euroecorev.2016.09.007;18;2017;0014-2921;Families and social security;European Economic Review;bwl;\N
120091;10.1016/j.euroecorev.2016.04.006;24;2016;0014-2921;Female labour supply and household employment shocks: Maternity leave as an insurance mechanism;European Economic Review;bwl;\N
120092;10.1016/j.euroecorev.2015.07.020;18;2016;0014-2921;Model uncertainty and the effect of shall-issue right-to-carry laws on crime;European Economic Review;bwl;\N
120093;10.1016/j.euroecorev.2013.03.005;16;2013;0014-2921;Analyzing the effects of US monetary policy shocks in dollarized countries;European Economic Review;bwl;\N
120094;10.1016/j.euroecorev.2017.04.008;7;2017;0014-2921;Tax-deferred saving accounts: Heterogeneity and policy reforms;European Economic Review;bwl;\N
120095;10.1016/j.euroecorev.2017.03.016;13;2017;0014-2921;Stated and revealed heterogeneous risk preferences in educational choice;European Economic Review;bwl;\N
120096;10.1016/j.euroecorev.2017.04.009;17;2017;0014-2921;Offshoring – Effects on technology and implications for the labor market;European Economic Review;bwl;\N
120097;10.1016/j.euroecorev.2017.05.008;7;2017;0014-2921;Does product market competition increase strike activity? Evidence from the UK;European Economic Review;bwl;\N
120098;10.1016/j.euroecorev.2017.07.002;5;2017;0014-2921;Large investors, regulatory taking and investor-state dispute settlement;European Economic Review;bwl;\N
120099;10.1016/j.euroecorev.2012.12.001;14;2013;0014-2921;The political economy of fiscal deficits and government production;European Economic Review;bwl;\N
120100;10.1016/j.euroecorev.2015.09.003;21;2015;0014-2921;Preferential versus multilateral trade liberalization and the role of political economy;European Economic Review;bwl;\N
120101;10.1016/j.euroecorev.2012.10.006;28;2013;0014-2921;Merger policy, entry, and entrepreneurship;European Economic Review;bwl;\N
120102;10.1016/j.euroecorev.2012.11.001;13;2013;0014-2921;Job design with conflicting tasks reconsidered;European Economic Review;bwl;\N
120103;10.1016/j.euroecorev.2012.10.005;36;2013;0014-2921;Wholesalers in international trade;European Economic Review;bwl;\N
120104;10.1016/j.euroecorev.2013.02.006;0;2013;0014-2921;Editorial changes at the European Economic Review;European Economic Review;bwl;\N
120105;10.1016/j.euroecorev.2013.02.007;21;2013;0014-2921;Bidding behavior and experience in internet auctions;European Economic Review;bwl;\N
120106;10.1016/j.euroecorev.2016.11.004;1;2016;0014-2921;Author ’ s Accepted Manuscript Addressing Household Indebtedness : Monetary , Fiscal or Macroprudential Policy ? Reference : To appear in : European Economic Review Addressing Household Indebtedness : Monetary , Fiscal or Macroprudential Policy ?;European Economic Review;bwl;\N
120107;10.1016/j.euroecorev.2013.03.003;10;2013;0014-2921;Tax reforms under market distortions in product and labour markets;European Economic Review;bwl;\N
120108;10.1016/j.euroecorev.2017.09.004;21;2017;0014-2921;Does self-control depletion affect risk attitudes?;European Economic Review;bwl;\N
120109;10.1016/j.euroecorev.2010.12.010;8;2011;0014-2921;Advances in international macroeconomics: Lessons from the crisis;European Economic Review;bwl;\N
120110;10.1016/j.euroecorev.2014.01.005;28;2014;0014-2921;Conspicuous consumption and political regimes: Evidence from East and West Germany;European Economic Review;bwl;\N
120111;10.1016/j.euroecorev.2011.05.007;42;2012;0014-2921;Ageing, government budgets, retirement, and growth;European Economic Review;bwl;\N
120112;10.1016/j.euroecorev.2016.10.001;11;2017;0014-2921;Time-intensive R&$2D and unbalanced trade;European Economic Review;bwl;\N
120113;10.1016/j.euroecorev.2016.10.003;5;2017;0014-2921;Cross-border externalities and cooperation among representative democracies;European Economic Review;bwl;\N
120114;10.1016/j.euroecorev.2017.06.014;24;2017;0014-2921;The value and motivating mechanism of transparency in organizations;European Economic Review;bwl;\N
120115;10.1016/j.euroecorev.2016.09.013;9;2017;0014-2921;Static and dynamic gains from costly importing of intermediate inputs: Evidence from Colombia;European Economic Review;bwl;\N
120116;10.1016/j.euroecorev.2015.07.018;29;2016;0014-2921;On the economic performance of nascent entrepreneurs;European Economic Review;bwl;\N
120117;10.1016/j.euroecorev.2011.05.006;29;2012;0014-2921;The time-varying integration of euro area government bond markets;European Economic Review;bwl;\N
120118;10.1016/j.euroecorev.2016.11.012;18;2017;0014-2921;Knowledge diffusion, endogenous growth, and the costs of global climate policy;European Economic Review;bwl;\N
120119;10.1016/j.euroecorev.2014.02.009;44;2014;0014-2921;On the heterogeneity of terror;European Economic Review;bwl;\N
120120;10.1016/j.euroecorev.2018.03.007;7;2018;0014-2921;Identifying voter preferences: The trade-off between honesty and competence;European Economic Review;bwl;\N
120121;10.1016/j.euroecorev.2018.03.002;3;2018;0014-2921;Some implications of learning for price stability;European Economic Review;bwl;\N
120122;10.1016/j.euroecorev.2018.02.010;11;2018;0014-2921;Do employee spinoffs learn markets from their parents? Evidence from international trade;European Economic Review;bwl;\N
120123;10.1016/j.euroecorev.2018.03.008;4;2018;0014-2921;Equilibrium vaccination patterns in incomplete and heterogeneous networks;European Economic Review;bwl;\N
120124;10.1016/j.euroecorev.2018.03.010;14;2018;0014-2921;Inflation, output and markup dynamics with purely forward-looking wage and price setters;European Economic Review;bwl;\N
120125;10.1016/j.euroecorev.2018.03.009;3;2013;0014-2921;Current Account and Real Exchange Rate changes : the impact of Trade Openness;European Economic Review;bwl;\N
120126;10.1016/j.euroecorev.2018.03.005;20;2018;0014-2921;The ISO 9000 certification: Little pain, big gain?;European Economic Review;bwl;\N
120127;10.1016/j.euroecorev.2018.01.001;8;2018;0014-2921;Gender crime convergence over twenty years: Evidence from Australia;European Economic Review;bwl;\N
120128;10.1016/j.euroecorev.2016.09.006;23;2016;0014-2921;Household bargaining and the design of couples’ income taxation;European Economic Review;bwl;\N
120129;10.1016/j.euroecorev.2018.03.015;21;2018;0014-2921;Dark costs, missing data: Shedding some light on services trade;European Economic Review;bwl;\N
120130;10.1016/j.euroecorev.2015.01.002;28;2015;0014-2921;The size distribution of the banking sector and the effects of monetary policy;European Economic Review;bwl;\N
120131;10.1016/j.euroecorev.2017.03.009;33;2017;0014-2921;Habit formation in consumption: A meta-analysis;European Economic Review;bwl;\N
120132;10.1016/j.euroecorev.2018.01.004;24;2018;0014-2921;Dynamics of the U.S. price distribution;European Economic Review;bwl;\N
120133;10.1016/j.euroecorev.2015.09.008;31;2016;0014-2921;The extent and cyclicality of career changes: Evidence for the U.K.;European Economic Review;bwl;\N
120134;10.1016/j.euroecorev.2016.04.009;46;2016;0014-2921;Does affirmative action reduce gender discrimination and enhance efficiency? New experimental evidence;European Economic Review;bwl;\N
120135;10.1016/j.euroecorev.2017.02.010;45;2017;0014-2921;Cooperation on climate-change mitigation;European Economic Review;bwl;\N
120136;10.1016/j.euroecorev.2017.02.007;5;2017;0014-2921;Communication structure and coalition-proofness – Experimental evidence;European Economic Review;bwl;\N
120137;10.1016/j.euroecorev.2017.01.008;28;2017;0014-2921;Why don't poor countries do R&D? Varying rates of factor returns across the development process;European Economic Review;bwl;\N
120138;10.1016/j.euroecorev.2017.03.001;6;2017;0014-2921;On discounting and voting in a simple growth model;European Economic Review;bwl;\N
120139;10.1016/j.euroecorev.2017.01.010;11;2017;0014-2921;The nature of social learning: Experimental evidence;European Economic Review;bwl;\N
120140;10.1016/j.euroecorev.2017.02.011;6;2017;0014-2921;Nominal targeting in an economy with government debt;European Economic Review;bwl;\N
120141;10.1016/j.euroecorev.2013.03.004;10;2013;0014-2921;Disinflation effects in a medium-scale New Keynesian model: Money supply rule versus interest rate rule;European Economic Review;bwl;\N
120142;10.1016/j.euroecorev.2016.12.012;15;2018;0014-2921;THE stress cost of children on moms and dads;European Economic Review;bwl;\N
120143;10.1016/j.euroecorev.2016.04.008;18;2016;0014-2921;Fiscal consolidation under imperfect credibility;European Economic Review;bwl;\N
120144;10.1016/j.euroecorev.2014.11.009;40;2015;0014-2921;Ambiguity on audits and cooperation in a public goods game;European Economic Review;bwl;\N
120145;10.1016/j.euroecorev.2011.12.004;2;2012;0014-2921;The lifeboat problem;European Economic Review;bwl;\N
120146;10.1016/j.euroecorev.2013.04.003;35;2013;0014-2921;Learning, forecasting and optimizing: An experimental study;European Economic Review;bwl;\N
120147;10.1016/j.euroecorev.2018.02.009;3;2018;0014-2921;Preference conformism: An experiment;European Economic Review;bwl;\N
120148;10.1016/j.euroecorev.2017.12.009;18;2018;0014-2921;Inflation and optimal monetary policy in a model with firm heterogeneity and Bertrand competition;European Economic Review;bwl;\N
120149;10.1016/j.euroecorev.2017.04.001;9;2017;0014-2921;Buy coal and act strategically on the fuel market;European Economic Review;bwl;\N
120150;10.1016/j.euroecorev.2017.03.014;7;2017;0014-2921;Job security and long-term investment: An experimental analysis;European Economic Review;bwl;\N
120151;10.1016/j.euroecorev.2017.04.005;11;2017;0014-2921;Volatility and slow technology diffusion;European Economic Review;bwl;\N
120152;10.1016/j.euroecorev.2018.01.005;6;2018;0014-2921;Team production benefits from a permanent fear of exclusion;European Economic Review;bwl;\N
120153;10.1016/s0014-2921(18)30014-x;0;2018;0014-2921;Editorial Board;European Economic Review;bwl;\N
120154;10.1016/j.euroecorev.2016.12.001;15;2017;0014-2921;Income underreporting among the self-employed: A permanent income approach;European Economic Review;bwl;\N
120155;10.1016/j.euroecorev.2016.03.003;30;2016;0014-2921;The post-crisis slump in the Euro Area and the US: Evidence from an estimated three-region DSGE model;European Economic Review;bwl;\N
120156;10.1016/j.euroecorev.2013.09.009;33;2014;0014-2921;Sectoral price rigidity and aggregate dynamics;European Economic Review;bwl;\N
120157;10.1016/j.euroecorev.2013.10.005;27;2014;0014-2921;Intergenerational transmission of risk attitudes - A revealed preference approach;European Economic Review;bwl;\N
120158;10.1016/j.euroecorev.2015.10.001;49;2016;0014-2921;The effects of immigration in frictional labor markets: Theory and empirical evidence from EU countries;European Economic Review;bwl;\N
120159;10.1016/j.euroecorev.2014.04.005;40;2014;0014-2921;Reserve accumulation and financial crises: From individual protection to systemic risk;European Economic Review;bwl;\N
120160;10.1016/j.euroecorev.2014.04.003;12;2014;0014-2921;Growth forecasts, belief manipulation and capital markets;European Economic Review;bwl;\N
120161;10.1016/j.euroecorev.2014.04.001;5;2014;0014-2921;Strike, coordination, and dismissal in uniform wage settings;European Economic Review;bwl;\N
120162;10.1016/j.euroecorev.2016.05.011;12;2016;0014-2921;Quantiles, corners, and the extensive margin of trade;European Economic Review;bwl;\N
120163;10.1016/j.euroecorev.2015.03.009;14;2016;0014-2921;Unveiling covariate inclusion structures in economic growth regressions using latent class analysis;European Economic Review;bwl;\N
120164;10.1016/j.euroecorev.2014.01.016;65;2014;0014-2921;Aid and democracy redux;European Economic Review;bwl;\N
