handle;year;cites;if_;if_5;docs_published;h_index;type;issn1;issn2;type2;year3;scimago_id;sjr;type4;year5;jourqual;type6;year7;bwl;type8;year9;vwl;journal_name
RePEc:sph:rjedep;2017;9;0.15;0.06;50;2;ReDIF-Article;2285-3642;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Economic Development, Environment and People
RePEc:spp:jkmeit;2017;13;null;0.06;0;4;ReDIF-Article;2069-5934;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Knowledge Management, Economics and Information Technology
RePEc:src:jafeec;2017;;null;null;15;;ReDIF-Article;2519-0318;2518-8488;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Accounting and Finance in Emerging Economies
RePEc:src:jbsree;2017;;null;null;28;;ReDIF-Article;2519-089X;2519-0326;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Business and Social Review in Emerging Economies
RePEc:src:readsj;2017;;null;null;16;1;ReDIF-Article;2519-9692;2519-9706;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Review of Economics and Development Studies
RePEc:stt:journl;2017;;null;null;0;;ReDIF-Article;1612-9245;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;???
RePEc:taf:acbsfi;2017;10;0.1;0.1;16;7;ReDIF-Article;2155-2851;2155-286X;scimago;2018;19900192338;0.632;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F;Accounting History Review
RePEc:taf:acceur;2017;27;0.32;0.32;35;8;ReDIF-Article;1744-9480;1744-9499;scimago;2018;19900191863;0.486;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Accounting in Europe
RePEc:taf:acctbr;2017;88;0.31;0.51;37;13;ReDIF-Article;0001-4788;2159-4260;scimago;2018;28034;1.113;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Accounting and Business Research
RePEc:taf:accted;2017;22;0.13;0.12;29;10;ReDIF-Article;0963-9284;1468-4489;scimago;2018;19700188267;0.576;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Accounting Education
RePEc:taf:alresp;2017;5;0.03;0.02;41;4;ReDIF-Article;1476-7333;1476-7341;scimago;2018;19700201168;0.21;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Action Learning: Research and Practice
RePEc:taf:amstat;2017;35;0.17;0.14;63;5;ReDIF-Article;0003-1305;1537-2731;scimago;2018;13631;0.635;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;The American Statistician
RePEc:taf:apbizr;2017;20;0.11;0.09;64;7;ReDIF-Article;1360-2381;1743-792X;scimago;2018;18803;0.307;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F;Asia Pacific Business Review
RePEc:taf:apeclt;2017;511;0.28;0.35;326;35;ReDIF-Article;1350-4851;1466-4291;scimago;2018;18769;0.38;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Applied Economics Letters
RePEc:taf:apfelt;2017;;null;null;0;11;ReDIF-Article;1744-6546;1744-6554;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F;Applied Financial Economics Letters
RePEc:taf:apfiec;2017;201;null;0.48;0;34;ReDIF-Article;0960-3107;1466-4305;scimago;2018;;;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Applied Financial Economics
RePEc:taf:apmtfi;2017;49;0.41;0.45;18;22;ReDIF-Article;1350-486X;1466-4313;scimago;2018;25165;0.455;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Applied Mathematical Finance
RePEc:taf:applec;2017;1236;0.51;0.62;427;52;ReDIF-Article;0003-6846;1466-4283;scimago;2018;18768;0.499;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Applied Economics
RePEc:taf:bindes;2017;32;0.19;0.17;32;17;ReDIF-Article;0007-4918;1472-7234;scimago;2018;19966;0.73;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;E;Bulletin of Indonesian Economic Studies
RePEc:taf:bushst;2017;28;0.05;0.07;76;9;ReDIF-Article;0007-6791;1743-7938;scimago;2018;20195;0.702;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F;Business History
RePEc:taf:ccasxx;2017;;null;null;0;;ReDIF-Article;0263-4937;1465-3354;scimago;2018;16824;0.536;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Central Asian Survey
RePEc:taf:cdanxx;2017;1;0.02;0.01;32;2;ReDIF-Article;1475-1798;1475-1801;scimago;2018;145016;0.12;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Defense & Security Analysis
RePEc:taf:cdebxx;2017;;null;null;0;;ReDIF-Article;2573-9638;2573-9646;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Contemporary Central and Eastern Europe
RePEc:taf:ceasxx;2017;6;0.01;0.01;180;7;ReDIF-Article;0966-8136;1465-3427;scimago;2018;20727;0.813;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F;Europe-Asia Studies
RePEc:taf:chosxx;2017;38;0.07;0.09;81;5;ReDIF-Article;0267-3037;1466-1810;scimago;2018;13854;1.511;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C;Housing Studies
RePEc:taf:cijwxx;2017;41;0.15;0.14;76;5;ReDIF-Article;0790-0627;1360-0648;scimago;2018;17479;0.608;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Water Resources Development
RePEc:taf:cipsxx;2017;8;0.09;0.05;29;2;ReDIF-Article;1356-3475;1469-9265;scimago;2018;13893;0.322;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Planning Studies
RePEc:taf:cityxx;2017;37;0.08;0.09;75;10;ReDIF-Article;1360-4813;1470-3629;scimago;2018;6500153241;1.903;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;City
RePEc:taf:cjsbxx;2017;;null;null;0;;ReDIF-Article;1944-8953;1944-8961;scimago;2018;19600166403;0.378;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Balkan and Near Eastern Studies
RePEc:taf:cjssxx;2017;;null;null;0;;ReDIF-Article;0305-7070;1465-3893;scimago;2018;27696;0.559;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Southern African Studies
RePEc:taf:cjudxx;2017;8;0.02;0.03;59;2;ReDIF-Article;1357-4809;1469-9664;scimago;2018;13953;0.675;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Urban Design
RePEc:taf:cjutxx;2017;36;0.26;0.22;33;6;ReDIF-Article;1063-0732;1466-1853;scimago;2018;13312;1.141;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Urban Technology
RePEc:taf:clarxx;2017;10;0.02;0.03;73;3;ReDIF-Article;0142-6397;1469-9710;scimago;2018;90549;0.615;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Landscape Research
RePEc:taf:cnapxx;2017;;null;null;0;;ReDIF-Article;0090-5992;1465-3923;scimago;2018;28256;0.43;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Nationalities Papers
RePEc:taf:cnpexx;2017;29;0.17;0.15;47;4;ReDIF-Article;1356-3467;1469-9923;scimago;2018;29032;1.719;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;New Political Economy
RePEc:taf:comdev;2017;12;0.03;0.05;69;3;ReDIF-Article;1557-5330;1944-7485;scimago;2018;11600153582;0.496;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Community Development
RePEc:taf:conmgt;2017;41;0.06;0.09;56;12;ReDIF-Article;0144-6193;1466-433X;scimago;2018;13896;0.777;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Construction Management and Economics
RePEc:taf:cpprxx;2017;7;0.03;0.04;35;4;ReDIF-Article;0269-7459;1360-0583;scimago;2018;14683;0.835;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Planning Practice & Research
RePEc:taf:ctwqxx;2017;15;0.01;0.02;155;4;ReDIF-Article;0143-6597;1360-2241;scimago;2018;15471;1.324;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Third World Quarterly
RePEc:taf:defpea;2017;102;0.51;0.53;43;24;ReDIF-Article;1024-2694;1476-8267;scimago;2018;17272;0.756;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Defence and Peace Economics
RePEc:taf:deveza;2017;71;0.17;0.27;55;12;ReDIF-Article;0376-835X;1470-3637;scimago;2018;14118;0.302;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Development Southern Africa
RePEc:taf:ecinnt;2017;158;0.7;0.79;45;38;ReDIF-Article;1043-8599;1476-8364;scimago;2018;10600153365;0.753;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Economics of Innovation and New Technology
RePEc:taf:ecsysr;2017;241;1.03;1.81;29;32;ReDIF-Article;0953-5314;1469-5758;scimago;2018;28487;1.738;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;B;Economic Systems Research
RePEc:taf:edecon;2017;81;0.43;0.5;40;24;ReDIF-Article;0964-5292;1469-5782;scimago;2018;19709;0.386;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Education Economics
RePEc:taf:emetrv;2017;223;0.86;1.08;58;43;ReDIF-Article;0747-4938;1532-4168;scimago;2018;24381;1.514;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Econometric Reviews
RePEc:taf:entreg;2017;109;0.22;0.55;48;21;ReDIF-Article;0898-5626;1464-5114;scimago;2018;20662;1.17;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Entrepreneurship & Regional Development
RePEc:taf:eujhet;2017;27;0.12;0.09;82;10;ReDIF-Article;0967-2567;1469-5936;scimago;2018;28509;0.292;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;The European Journal of the History of Economic Thought
RePEc:taf:euract;2017;94;0.58;0.68;33;30;ReDIF-Article;0963-8180;1468-4497;scimago;2018;7100153129;1.505;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;European Accounting Review
RePEc:taf:eurjdr;2017;;null;null;0;10;ReDIF-Article;0957-8811;1743-9728;scimago;2018;14175;0.542;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;The European Journal of Development Research
RePEc:taf:eurjfi;2017;168;0.42;0.59;55;25;ReDIF-Article;1351-847X;1466-4364;scimago;2018;14971;0.533;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;The European Journal of Finance
RePEc:taf:eurjhp;2017;9;0.07;0.06;44;8;ReDIF-Article;1461-6718;1473-3269;scimago;2018;21100874178;1.161;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;European Journal of Housing Policy
RePEc:taf:eurpls;2017;208;0.35;0.38;126;21;ReDIF-Article;0965-4313;1469-5944;scimago;2018;13279;1.068;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;European Planning Studies
RePEc:taf:femeco;2017;77;0.49;0.4;36;24;ReDIF-Article;1354-5701;1466-4372;scimago;2018;21255;0.896;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;D;Feminist Economics
RePEc:taf:fglcxx;2017;9;0.08;0.07;28;4;ReDIF-Article;1744-0572;1744-0580;scimago;2018;5700168403;0.4;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Global Crime
RePEc:taf:flgsxx;2017;;null;null;0;;ReDIF-Article;1743-9388;0300-3930;scimago;2018;18224;0.913;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Local Government Studies
RePEc:taf:fosoec;2017;22;0.46;0.23;30;5;ReDIF-Article;0736-0932;1874-6381;scimago;2018;12100155623;0.285;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Forum for Social Economics
RePEc:taf:fsesxx;2017;;null;null;0;;ReDIF-Article;1360-8746;1743-9612;scimago;2018;28082;2.017;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;South European Society and Politics
RePEc:taf:gcmbxx;2017;1;null;null;272;2;ReDIF-Article;1025-5842;1476-8259;scimago;2018;17954;0.492;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Computer Methods in Biomechanics and Biomedical Engineering
RePEc:taf:ginixx;2017;32;0.15;0.18;41;8;ReDIF-Article;0305-0629;1547-7444;scimago;2018;25794;1.516;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Interactions
RePEc:taf:glecrv;2017;13;0.04;0.12;25;11;ReDIF-Article;1226-508X;1744-3873;scimago;2018;5700162947;0.332;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Global Economic Review
RePEc:taf:gnstxx;2017;39;0.16;0.17;42;8;ReDIF-Article;1048-5252;;scimago;2018;12120;0.789;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Journal of Nonparametric Statistics
RePEc:taf:houspd;2017;14;0.07;0.07;58;6;ReDIF-Article;1051-1482;2152-050X;scimago;2018;13838;0.975;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;Housing Policy Debate
RePEc:taf:ijecbs;2017;30;0.19;0.26;20;21;ReDIF-Article;1357-1516;1466-1829;scimago;2018;23718;0.39;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;International Journal of the Economics of Business
RePEc:taf:ijspmg;2017;24;0.17;0.18;31;5;ReDIF-Article;1648-715X;1648-9179;scimago;2018;145664;0.548;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;International Journal of Strategic Property Management
RePEc:taf:indinn;2017;159;0.49;0.91;39;29;ReDIF-Article;1366-2716;1469-8390;scimago;2018;23013;1.613;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Industry and Innovation
RePEc:taf:intecj;2017;53;0.29;0.3;30;19;ReDIF-Article;1016-8737;1743-517X;scimago;2018;22691;0.194;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;International Economic Journal
RePEc:taf:intgms;2017;21;0.13;0.14;36;5;ReDIF-Article;1445-9795;1445-9809;scimago;2018;14000155911;0.662;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Gambling Studies
RePEc:taf:intjhp;2017;15;0.14;0.08;0;8;ReDIF-Article;1461-6718;1473-3269;scimago;2018;21100874178;1.161;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Housing Policy
RePEc:taf:irapec;2017;152;0.92;0.73;46;26;ReDIF-Article;0269-2171;1465-3486;scimago;2018;23720;0.368;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;International Review of Applied Economics
RePEc:taf:japsta;2017;140;0.12;0.14;176;18;ReDIF-Article;0266-4763;1360-0532;scimago;2018;12119;0.505;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Applied Statistics
RePEc:taf:jbemgt;2017;63;0.19;0.22;71;9;ReDIF-Article;1611-1699;2029-4433;scimago;2018;1000147102;0.389;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Business Economics and Management
RePEc:taf:jculte;2017;3;0.02;0.01;58;4;ReDIF-Article;1753-0350;1753-0369;scimago;2018;19700194016;0.768;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Journal of Cultural Economy
RePEc:taf:jdevef;2017;88;0.16;0.57;26;13;ReDIF-Article;1943-9342;1943-9407;scimago;2018;21100207610;0.851;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Development Effectiveness
RePEc:taf:jdevst;2017;470;0.59;0.79;140;54;ReDIF-Article;0022-0388;1743-9140;scimago;2018;14849;0.999;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Journal of Development Studies
RePEc:taf:jecmet;2017;40;0.16;0.23;32;17;ReDIF-Article;1350-178X;1469-9427;scimago;2018;24351;0.301;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;E;Journal of Economic Methodology
RePEc:taf:jecprf;2017;;null;null;0;10;ReDIF-Article;1748-7870;1748-7889;scimago;2018;11800154591;0.73;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Journal of Economic Policy Reform
RePEc:taf:jeduce;2017;47;0.15;0.24;42;19;ReDIF-Article;0022-0485;2152-4068;scimago;2018;24350;0.334;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;The Journal of Economic Education
RePEc:taf:jenpmg;2017;115;0.16;0.25;110;20;ReDIF-Article;0964-0568;1360-0559;scimago;2018;23373;0.721;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Journal of Environmental Planning and Management
RePEc:taf:jgsmks;2017;9;0.07;0.08;25;5;ReDIF-Article;2163-9159;2163-9167;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Global Scholars of Marketing Science
RePEc:taf:jhudca;2017;47;0.09;0.21;42;22;ReDIF-Article;1945-2829;1945-2837;scimago;2018;19900188114;0.787;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;Journal of Human Development and Capabilities
RePEc:taf:jitecd;2017;126;0.34;0.52;48;23;ReDIF-Article;0963-8199;1469-9559;scimago;2018;14851;0.42;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;The Journal of International Trade & Economic Development
RePEc:taf:jmedec;2017;20;0.11;0.22;11;8;ReDIF-Article;0899-7764;1532-7736;scimago;2018;19571;0.306;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Media Economics
RePEc:taf:jmkthe;2017;10;0.03;0.14;18;5;ReDIF-Article;0884-1241;1540-7144;scimago;2018;4700152279;0.585;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Journal of Marketing for Higher Education
RePEc:taf:jnlasa;2017;553;0.45;0.79;156;17;ReDIF-Article;0162-1459;1537-274X;scimago;2018;12094;4.472;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;A;Handelsblatt-Ranking VWL;2017;B;Journal of the American Statistical Association
RePEc:taf:jnlbes;2017;528;1.17;2.07;45;32;ReDIF-Article;0735-0015;1537-2707;scimago;2018;27162;2.886;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B;Journal of Business & Economic Statistics
RePEc:taf:jocebs;2017;34;0.23;0.32;23;14;ReDIF-Article;1476-5284;1476-5292;scimago;2018;19700188149;0.229;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Chinese Economic and Business Studies
RePEc:taf:jpolrf;2017;44;0.41;0.42;21;20;ReDIF-Article;1748-7870;1748-7889;scimago;2018;11800154591;0.73;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Journal of Economic Policy Reform
RePEc:taf:jpropr;2017;19;0.21;0.23;16;10;ReDIF-Article;0959-9916;1466-4453;scimago;2018;13931;0.622;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;Journal of Property Research
RePEc:taf:jriskr;2017;49;0.1;0.12;90;11;ReDIF-Article;1366-9877;1466-4461;scimago;2018;23434;0.556;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Journal of Risk Research
RePEc:taf:jsocen;2017;13;0.03;0.16;19;6;ReDIF-Article;1942-0676;1942-0684;scimago;2018;19700201531;0.464;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Social Entrepreneurship
RePEc:taf:jsustf;2017;15;0.16;0.13;22;5;ReDIF-Article;2043-0795;2043-0809;scimago;2018;21100870602;0.52;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Sustainable Finance & Investment
RePEc:taf:jtrust;2017;10;0.14;0.16;16;3;ReDIF-Article;2151-5581;2151-559X;scimago;2018;21100842323;0.266;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Journal of Trust Research
RePEc:taf:loceco;2017;;null;null;0;;ReDIF-Article;0269-0942;1470-9325;scimago;2018;21210;0.455;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Local Economy
RePEc:taf:lpadxx;2017;;null;null;0;;ReDIF-Article;1532-4265;;scimago;2018;4700151710;0.429;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Public Administration
RePEc:taf:macfem;2017;20;0.15;0.22;18;5;ReDIF-Article;1752-0843;1752-0851;scimago;2018;19700201312;0.177;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Macroeconomics and Finance in Emerging Market Economies
RePEc:taf:marpmg;2017;118;0.4;0.49;65;20;ReDIF-Article;0308-8839;1464-5254;scimago;2018;26252;1.104;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Maritime Policy & Management
RePEc:taf:mpopst;2017;13;0.06;0.16;19;9;ReDIF-Article;0889-8480;1547-724X;scimago;2018;26891;0.155;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Mathematical Population Studies
RePEc:taf:nmcmxx;2017;2;0.02;0.01;37;2;ReDIF-Article;1387-3954;1744-5051;scimago;2018;28511;0.292;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Mathematical and Computer Modelling of Dynamical Systems
RePEc:taf:nzecpp;2017;19;0.27;0.18;22;11;ReDIF-Article;0077-9954;1943-4863;scimago;2018;19900191763;0.333;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;New Zealand Economic Papers
RePEc:taf:oabmxx;2017;14;0.11;0.11;103;3;ReDIF-Article;2331-1975;;scimago;2018;21100855822;0.219;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Cogent Business & Management
RePEc:taf:oaefxx;2017;28;0.18;0.18;112;4;ReDIF-Article;2332-2039;;scimago;2018;21100814032;0.235;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Cogent Economics & Finance
RePEc:taf:oxdevs;2017;104;1.18;0.76;34;27;ReDIF-Article;1360-0818;1469-9966;scimago;2018;15349;0.777;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Oxford Development Studies
RePEc:taf:pocoec;2017;52;0.16;0.34;33;15;ReDIF-Article;1463-1377;1465-3958;scimago;2018;29429;0.359;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Post-Communist Economies
RePEc:taf:promet;2017;10;0.02;0.06;6;6;ReDIF-Article;0810-9028;1470-1030;scimago;2018;20224;0.171;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Prometheus
RePEc:taf:pubmgr;2017;63;0.25;0.24;0;12;ReDIF-Article;1471-9037;1471-9045;scimago;2018;4700152305;1.756;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Public Management Review
RePEc:taf:pubmmg;2017;45;0.1;0.11;92;9;ReDIF-Article;0954-0962;1467-9302;scimago;2018;17181;0.561;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Public Money & Management
RePEc:taf:quantf;2017;444;0.48;0.6;141;40;ReDIF-Article;1469-7688;1469-7696;scimago;2018;16062;0.769;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Quantitative Finance
